CityPart,Area,Rooms,Bedrooms,Floor,MaxFloor,LastFloor,Status,Condition,Electrical Points,Heating,Natural Gas,Bed,Stove (Gas/Electric),Table,Refrigerator,Chairs,Oven,Air Conditioner,Washing Machine,Sofa,Dishwasher,PRICE (GEL)
Dighmis Masivshi,129,4,3,8,18,0,Newly Constructed,,2,,0,0,0,0,0,0,0,0,0,0,0,624611
Vakeshi,177,5,4,19,22,0,Newly Constructed,Newly Renovated,3,Central Heating,1,0,1,1,1,1,0,0,0,0,0,1289958
Saburtaloze,51,2,1,6,6,1,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,0,1,1,0,1,1,228119
San. Zonashi,63,2,1,12,12,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,236266
Mukhianshi,105,4,2,6,9,0,Old Constructed,Newly Renovated,1,,1,0,0,0,0,0,0,0,0,0,0,304158
Bagebshi,59,2,1,11,14,0,Newly Constructed,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,244413
Nutsubidzis Ferdobze,60,2,1,13,18,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,1,0,0,0,0,0,0,0,306874
Saburtaloze,140,4,2,8,12,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,0,1,1,678925
Nutsubidzis Ferdobze,48,2,1,7,12,0,Newly Constructed,Newly Renovated,1,Central Heating,0,0,1,0,1,1,0,0,0,1,1,199604
Did Dighomshi,36,2,1,2,8,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,154795
Vakeshi,108,3,2,3,15,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,624611
Saburtaloze,107,4,3,3,5,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,1,1,1,1,0,0,1,0,1,483395
Did Dighomshi,100,4,3,9,9,1,Old Constructed,Newly Renovated,2,Central Heating,1,0,0,0,0,0,0,0,0,0,0,271570
Vakeshi,76,2,1,4,9,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,0,1,1,0,1,1,461669
Moskovis Gamzirze,50,2,1,8,8,1,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,162942
Bagebshi,50.26,2,1,3,8,0,Under Construction,White Frame,1,,1,0,0,0,0,0,0,0,0,0,0,197912
Did Dighomshi,55,2,1,21,25,0,Under Construction,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,230835
Did Dighomshi,90,4,2,2,9,0,Old Constructed,Old Renovated,1,Gas Heater,1,1,1,1,1,1,1,1,0,1,1,236266
Did Dighomshi,74,3,2,7,10,0,Newly Constructed,Newly Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,249844
Nadzaladevshi,96,4,2,11,13,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,1,1,1,339463
Lisze,48.3,2,1,4,12,0,Newly Constructed,Green Frame,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,187383
Isanshi,109,3,2,3,12,0,Newly Constructed,Newly Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,475248
Saburtaloze,33,2,1,1,9,0,Old Constructed,Newly Renovated,,,1,0,0,0,0,0,0,0,0,0,0,154795
Vakeshi,42,2,1,12,12,1,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,0,0,0,1,0,0,1,1,257992
Saburtaloze,83.25,3,2,8,8,1,Old Constructed,Old Renovated,2,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,298727
Nutsubidzis Ferdobze,90,3,2,15,16,0,Old Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,0,1,1,271570
San. Zonashi,106,4,2,3,4,0,Old Constructed,Old Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,255276
Saburtaloze,63,2,1,13,15,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,266139
Vashlijvarshi,74,3,2,7,12,0,Newly Constructed,,,,0,0,0,0,0,0,0,0,0,0,0,184668
Vakeshi,65,2,1,6,24,0,Newly Constructed,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,448091
Did Dighomshi,48.3,2,1,11,13,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,160226
Lisze,107,4,3,5,5,1,Newly Constructed,Newly Renovated,2,,0,0,0,0,0,0,0,0,0,0,0,502405
Saburtaloze,81,2,1,6,29,0,Newly Constructed,,,,0,0,0,0,0,0,0,0,0,0,0,571926
Nadzaladevshi,61,3,2,10,10,1,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,211825
Gldanshi,100,4,3,4,9,0,Old Constructed,Old Renovated,2,Central Heating,1,1,1,0,1,0,0,0,0,1,1,291
Nutsubidzis Ferdobze,58,3,2,6,19,0,Newly Constructed,Newly Renovated,1,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,267496
Ortachalashi,123,4,3,6,14,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,407355
Saburtaloze,58,3,2,7,8,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,361188
Nutsubidzis Ferdobze,77,3,2,10,16,0,Old Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,241697
Did Dighomshi,44,2,1,6,15,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,190099
Nutsubidzis Ferdobze,61.5,2,1,9,18,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,255004
Saburtaloze,77,2,1,8,11,0,Newly Constructed,Newly Renovated,1,,1,0,0,1,0,0,0,0,0,0,0,353041
Isanshi,40.1,2,1,4,8,0,Newly Constructed,,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,176521
Nutsubidzis Ferdobze,41,2,1,9,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,203678
Chughuretshi,41,2,1,1,2,0,Old Constructed,Newly Renovated,2,,1,1,1,0,1,0,1,1,0,1,1,181952
Did Dighomshi,45,2,1,5,5,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,0,0,1,1,0,1,1,162942
Didubeshi,120,3,2,1,7,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,0,1,1,393777
Didubeshi,53.6,2,1,10,18,0,Newly Constructed,,1,,0,0,0,0,0,0,0,0,0,0,0,203786
Liloshi,56,2,1,1,5,0,Old Constructed,Old Renovated,1,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,112702
Saburtaloze,82.7,3,2,17,26,0,Newly Constructed,White Frame,1,,0,0,0,0,0,0,0,0,0,0,0,344894
Vakeshi,294,6,4,12,14,0,Newly Constructed,Old Renovated,3,Central Heating,1,0,1,1,1,1,0,0,1,1,0,2498444
Varketilshi,60,2,1,16,17,0,Newly Constructed,Newly Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,180594
Isanshi,71.01,3,2,19,24,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,244413
Saburtaloze,58,2,1,2,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,268854
Vashlijvarshi,45.5,2,1,7,9,0,Newly Constructed,Black Frame,1,,0,0,0,0,0,0,0,0,0,0,0,148006
Gldanshi,22.5,1,1,4,15,0,Newly Constructed,Newly Renovated,1,Central Heating,0,1,1,0,0,1,1,1,0,1,1,97765
Nutsubidzis Ferdobze,95,4,3,7,9,0,Old Constructed,Old Renovated,1,Central Heating,1,1,1,0,0,0,1,1,0,1,1,230835
Vazisubanshi,60,3,,8,10,0,Newly Constructed,,,,0,0,0,0,0,0,0,0,0,0,0,198246
Did Dighomshi,77.3,3,2,6,16,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,242512
Nutsubidzis Ferdobze,50,1,1,11,14,0,Old Constructed,Old Renovated,1,Gas Heater,0,0,0,0,0,0,0,0,0,0,0,149364
Saburtaloze,54.6,2,1,2,9,0,Newly Constructed,White Frame,1,,0,0,0,0,0,0,0,0,0,0,0,204623
Vakeshi,100,3,2,8,15,0,Newly Constructed,Newly Renovated,2,Central Heating,1,0,0,0,0,0,0,0,0,0,0,733239
Dighomi 1-9-Shi,82.25,4,2,4,9,0,Newly Constructed,Needs Renovation,1,,1,0,0,0,0,0,0,0,0,0,0,244413
Nadzaladevshi,80,4,3,5,12,0,Newly Constructed,White Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,282433
Saburtaloze,81,3,2,24,24,1,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,0,1,1,285149
Did Dighomshi,47.6,2,1,9,16,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,165658
Nadzaladevshi,45,2,1,9,11,0,Newly Constructed,Newly Renovated,1,Central + Underfloor Heating,0,1,1,1,1,0,1,1,0,1,1,198246
Saburtaloze,81,3,2,3,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,461669
Ortachalashi,68.2,3,2,3,8,0,Newly Constructed,White Frame,1,,1,0,0,0,0,0,0,0,0,0,0,212992
Vazisubanshi,30,1,1,9,9,1,Old Constructed,Old Renovated,1,,1,1,1,0,1,0,1,1,0,0,1,71966
Saburtaloze,63,3,2,9,11,0,Newly Constructed,,1,,0,0,0,0,0,0,0,0,0,0,0,320453
Dighomi 1-9-Shi,62,3,2,15,22,0,Newly Constructed,,1,,1,0,0,0,0,0,0,0,0,0,0,269397
Orkhevshi,75,3,2,3,5,0,Old Constructed,Newly Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,162942
Did Dighomshi,53.6,2,1,9,9,1,Newly Constructed,Green Frame,1,,1,0,0,0,0,0,0,0,0,0,0,160118
Did Dighomshi,68,3,2,11,13,0,Newly Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,228119
Chughuretshi,62,3,2,3,5,0,Newly Constructed,White Frame,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,230835
Vashlijvarshi,68,2,1,8,15,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,0,1,1,285149
Saburtaloze,110,4,3,4,4,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,461669
Avlabarshi,122,3,2,2,16,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,448091
Saburtaloze,140,3,2,11,15,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,0,0,0,0,1,1,0,0,1,597454
Saburtaloze,100,3,2,5,37,0,Newly Constructed,White Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,393777
Did Dighomshi,94,3,2,8,8,1,Newly Constructed,Newly Renovated,1,,1,0,0,0,0,0,0,0,0,0,0,325884
Vakeshi,85,4,2,3,5,0,Old Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,597454
Saburtaloze,107,3,2,11,16,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,597454
Chughuretshi,103,4,3,8,9,0,Newly Constructed,Newly Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,380198
Did Dighomshi,64,3,2,4,10,0,Newly Constructed,Green Frame,1,,1,0,0,0,0,0,0,0,0,0,0,203678
Chughuretshi,190,6,4,2,3,0,Old Constructed,Newly Renovated,3,Central Heating,1,1,1,1,0,1,1,1,1,1,1,624611
Ortachalashi,50.7,2,1,5,19,0,Under Construction,Green Frame,1,,0,0,0,0,0,0,0,0,0,0,0,172107
Varketilshi,43,2,1,2,5,0,Old Constructed,Old Renovated,1,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,138501
Saburtaloze,74,3,2,4,14,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,1,0,0,1,1,1,1,1,325884
Dighmis Masivshi,70,3,2,3,5,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,228119
Saburtaloze,69.7,3,2,18,22,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,1,1,1,1,0,0,0,1,0,423649
Mukhianshi,55.8,2,1,12,16,0,Newly Constructed,White Frame,1,,0,0,0,0,0,0,0,0,0,0,0,167016
Lisze,50,2,1,4,14,0,Newly Constructed,Green Frame,1,,1,0,0,0,0,0,0,0,0,0,0,151536
Gldanshi,88.7,4,3,13,16,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,325884
Did Dighomshi,111,3,2,2,16,0,Old Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,255276
San. Zonashi,74.18,3,2,3,15,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,271570
Ortachalashi,65,3,2,7,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,279717
Krtsanisshi,70,3,2,2,7,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,1,1,1,1,1,1,0,1,1,420934
Tabakhmelashi,75,2,1,3,10,0,Newly Constructed,Green Frame,1,,0,0,0,0,0,0,0,0,0,0,0,190099
Sololakshi,25,2,1,2,3,0,Old Constructed,Newly Renovated,1,Electric Heater,1,1,1,1,1,0,1,1,0,1,1,152079
Gldanshi,89,3,2,4,16,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,0,1,1,0,1,1,0,1,1,363904
Did Dighomshi,55,2,1,4,8,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,217256
Nadzaladevshi,60,2,1,3,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,228119
Lisze,58,2,1,11,13,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,293296
Dighomi 1-9-Shi,79,4,2,4,21,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,342178
San. Zonashi,52,2,1,2,3,0,Newly Constructed,Newly Renovated,2,Central Heating,1,0,0,0,0,0,0,0,0,0,0,184668
Saburtaloze,50,2,1,13,14,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,1,0,0,0,0,0,0,0,257992
Saburtaloze,55,2,1,15,22,0,Newly Constructed,Newly Renovated,1,,1,0,0,0,0,0,0,0,0,0,0,380198
Nutsubidzis Ferdobze,77,3,2,10,16,0,Old Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,241697
Didubeshi,62,2,1,6,8,0,Old Constructed,Needs Renovation,2,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,195530
Saburtaloze,140,4,3,5,9,0,Newly Constructed,,,,0,0,0,0,0,0,0,0,0,0,0,597454
Did Dighomshi,47.7,2,1,11,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,165658
Gldanshi,48.02,2,1,10,14,0,Under Construction,Green Frame,1,,1,0,0,0,0,0,0,0,0,0,0,149969
Nadzaladevshi,41.3,2,1,9,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,0,1,1,0,1,1,190669
Vazisubanshi,62,2,1,5,9,0,Old Constructed,Old Renovated,,Gas Heater,0,0,0,0,0,0,0,0,0,0,0,176521
Vazisubanshi,48.4,2,1,4,6,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,162942
Did Dighomshi,49,2,1,3,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,1,0,0,1,1,0,0,1,0,199604
Saburtaloze,104,4,,2,4,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,760396
Varketilshi,112,4,3,6,6,1,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,0,1,1,0,1,1,298727
Vakeshi,119,3,2,15,22,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,809279
Saburtaloze,150,5,3,9,9,1,Old Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,0,1,1,448091
Vakeshi,68,3,2,2,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,461669
Gldanshi,100,5,3,16,16,1,Old Constructed,Needs Renovation,1,Central Heating,1,0,0,0,1,1,0,0,0,0,0,203678
Nutsubidzis Ferdobze,61.5,2,1,9,18,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,255276
Nutsubidzis Ferdobze,87,3,2,5,6,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,325884
Dighmis Masivshi,62,2,1,7,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,0,0,0,1,1,1,0,1,1,206393
Did Dighomshi,57,2,1,2,8,0,Under Construction,Black Frame,1,,1,0,0,0,0,0,0,0,0,0,0,165386
Saburtaloze,48,2,1,5,8,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,0,1,1,0,1,1,271570
Didubeshi,67,2,1,2,12,0,Newly Constructed,Newly Renovated,1,Gas Heater,0,1,0,1,1,1,0,0,0,1,1,203678
Saburtaloze,84,3,2,9,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,298727
Dighomi 1-9-Shi,75,2,2,4,9,0,Under Construction,Black Frame,2,Central Heating,0,0,0,0,0,0,0,0,0,0,0,195530
Vakeshi,69.2,2,1,3,11,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,347610
Dighmis Masivshi,75,3,2,2,6,0,Newly Constructed,Old Renovated,1,No Heating,0,0,0,0,0,0,0,0,0,0,0,259349
Didubeshi,90,4,3,1,5,0,Old Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,0,1,1,0,1,1,298727
Did Dighomshi,86,4,3,9,12,0,Newly Constructed,Newly Renovated,,Central Heating,0,0,0,0,0,0,0,0,0,0,0,248487
Saburtaloze,86,3,2,12,16,0,Old Constructed,,1,Gas Heater,1,1,1,1,1,1,1,1,1,1,1,298727
Did Dighomshi,46.7,2,1,2,6,0,Newly Constructed,,1,,0,0,0,0,0,0,0,0,0,0,0,162942
Bagebshi,83,3,2,12,12,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,393777
Veraze,37,1,1,3,3,1,Old Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,181952
Saburtaloze,126,4,3,3,12,0,Newly Constructed,Newly Renovated,2,Central Heating,1,0,0,0,1,1,0,0,0,0,0,87255441
Saburtaloze,94,3,2,3,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,1,0,0,0,0,0,0,393777
Did Dighomshi,81,3,2,5,15,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,217256
Vakeshi,67.5,3,2,8,32,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,733239
Ortachalashi,50.7,2,1,5,19,0,Under Construction,Green Frame,1,,0,0,0,0,0,0,0,0,0,0,0,172107
Varketilshi,115,4,2,8,16,0,Old Constructed,,1,Gas Heater,1,1,1,0,1,1,1,1,0,1,1,222687
Isanshi,60,3,2,2,9,0,Newly Constructed,,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,217256
Saburtaloze,75,3,2,6,6,1,Old Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,244413
Saburtaloze,65,2,,1,9,0,Newly Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,257992
Ortachalashi,75.6,2,1,9,11,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,472532
Gldanshi,70,3,2,11,16,0,Old Constructed,Old Renovated,1,Gas Heater,1,1,1,0,1,1,1,1,0,1,1,217256
Dighmis Masivshi,94,4,3,4,20,0,Newly Constructed,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,312306
Did Dighomshi,66.2,3,2,9,13,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,206393
Saburtaloze,90,3,2,2,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,407086
Krtsanisshi,53,2,1,1,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,0,0,0,1,1,0,0,0,1,244413
Varketilshi,77,4,3,13,15,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,0,1,1,0,1,1,244413
Bagebshi,130,4,3,6,10,0,Newly Constructed,Newly Renovated,2,,0,0,0,0,0,0,0,0,0,0,0,814710
Saburtaloze,86,3,2,5,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,334854
Saburtaloze,57.3,2,1,3,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,279717
Nadzaladevshi,67.18,2,1,10,11,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,0,0,1,0,0,1,1,252560
Gldanshi,44,2,1,10,14,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,176521
Saburtaloze,127,3,2,29,29,1,Newly Constructed,Newly Renovated,1,Central + Underfloor Heating,1,1,1,1,1,1,1,1,1,1,1,1357850
Moskovis Gamzirze,72,3,2,6,8,0,Old Constructed,Needs Renovation,1,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,198246
Saburtaloze,60.7,2,1,17,17,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,257992
Saburtaloze,91,3,2,14,19,0,Newly Constructed,White Frame,1,,1,0,0,0,0,0,0,0,0,0,0,380198
Did Dighomshi,75,3,1,12,14,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,225403
Saburtaloze,141,4,3,9,14,0,Newly Constructed,White Frame,1,,0,0,0,0,0,0,0,0,0,0,0,583876
Nadzaladevshi,147,4,3,3,3,1,Newly Constructed,Black Frame,2,,1,0,0,0,0,0,0,0,0,0,0,399208
Saburtaloze,75,3,2,4,11,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,0,1,461669
Dighmis Masivshi,105,3,2,12,14,0,Old Constructed,Old Renovated,1,,1,0,0,0,0,0,0,0,0,0,0,304158
San. Zonashi,55,2,1,6,8,0,Old Constructed,Newly Renovated,1,Central Heating,1,0,1,1,1,1,0,0,1,1,1,211825
Ortachalashi,62.5,2,1,6,12,0,Newly Constructed,White Frame,1,,0,0,0,0,0,0,0,0,0,0,0,249844
Saburtaloze,83,2,1,9,12,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,0,1,1,360645
Didubeshi,90,4,3,1,5,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,0,1,1,0,1,1,298727
Saburtaloze,54,2,1,12,16,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,249301
Saburtaloze,70,2,1,10,25,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,0,1,1,0,1,1,361188
Moskovis Gamzirze,60,2,1,7,8,0,Old Constructed,,,,0,0,0,0,0,0,0,0,0,0,0,203678
Vazisubanshi,77,3,2,13,19,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,353041
Vedzisshi,75,2,1,5,6,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,2173
Nadzaladevshi,102,4,2,7,8,0,Old Constructed,Old Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,366620
Did Dighomshi,42.8,1,,4,13,0,Newly Constructed,White Frame,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,105912
Did Dighomshi,58.75,2,1,4,8,0,Newly Constructed,Newly Renovated,1,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,207479
Did Dighomshi,56.6,2,1,3,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,176521
Isanshi,37,2,1,8,8,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,1,1,1,171089
Did Dighomshi,39,3,2,12,14,0,Newly Constructed,Newly Renovated,,Central Heating,1,0,0,0,0,0,0,0,0,0,0,133069
Vakeshi,47,2,1,8,13,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,253918
Gldanshi,50,2,1,8,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,157511
Saburtaloze,85,3,2,9,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,298727
Dighmis Masivshi,95,3,2,6,8,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,0,1,1,1,0,0,1,325884
Mtatsmindaze,85,3,2,2,2,1,Old Constructed,Newly Renovated,1,,1,0,0,0,0,0,0,0,0,0,0,638190
Avlabarshi,60,2,1,3,5,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,374767
Vashlijvarshi,74,3,2,9,10,0,Newly Constructed,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,209109
Did Dighomshi,52,2,1,4,9,0,Newly Constructed,,,Central Heating,0,0,0,0,0,0,0,0,0,0,0,195530
Saburtaloze,65,2,1,3,5,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,0,1,1,1,1,1,252289
Temkaze,50,2,1,12,14,0,Old Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,162942
Dighmis Masivshi,105,3,2,10,16,0,Newly Constructed,Newly Renovated,2,Central Heating,1,0,1,0,1,1,0,0,0,0,1,442659
Did Dighomshi,41,2,1,8,13,0,Newly Constructed,Newly Renovated,,Central Heating,1,1,1,0,1,1,1,1,0,1,1,162942
Saburtaloze,106,4,3,2,20,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,407355
Ortachalashi,67.8,2,1,9,15,0,Newly Constructed,White Frame,1,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,271027
Dighomi 1-9-Shi,61,2,1,2,5,0,Newly Constructed,Green Frame,1,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,187383
Vakeshi,90,3,2,10,12,0,Newly Constructed,Newly Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,611033
Dighmis Masivshi,80,3,2,7,7,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,0,1,1,0,1,1,380198
Saburtaloze,53.9,2,1,10,11,0,Newly Constructed,White Frame,1,,1,0,0,0,0,0,0,0,0,0,0,248108
Vakeshi,83.3,3,2,5,10,0,Newly Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,380198
