CityPart,Area,Rooms,Bedrooms,Floor,MaxFloor,LastFloor,Status,Condition,Electrical Points,Heating,Natural Gas,Bed,Stove (Gas/Electric),Table,Refrigerator,Chairs,Oven,Air Conditioner,Washing Machine,Sofa,Dishwasher,PRICE (GEL)
Gldanshi,53,3,2,2,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,190197
Did Dighomshi,66,3,2,2,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,198348
Saburtaloze,62.3,2,1,28,37,0,Newly Constructed,Green Frame,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,312467
Saburtaloze,160,3,2,15,15,1,Newly Constructed,Newly Renovated,,,1,0,1,1,0,0,0,0,1,1,0,434736
Saburtaloze,63,3,2,8,8,1,Old Constructed,Old Renovated,,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,251332
Didubeshi,158,4,2,13,17,0,Newly Constructed,Black Frame,1,,0,0,0,0,0,0,0,0,0,0,0,407565
Did Dighomshi,46,2,1,8,13,0,Newly Constructed,Green Frame,1,,1,0,0,0,0,0,0,0,0,0,0,144006
Didubeshi,120,5,3,4,9,0,Old Constructed,Newly Renovated,2,,0,0,0,0,0,0,0,0,0,0,0,679275
Lisze,96,2,1,1,5,0,Newly Constructed,,2,,0,1,0,1,0,0,1,1,0,1,1,547767
Isanshi,68.79,3,2,15,16,0,Newly Constructed,Old Renovated,1,Central Heating,1,0,0,1,1,0,1,0,0,1,1,195631
Did Dighomshi,70,3,2,1,12,0,Newly Constructed,,,Central Heating,1,0,0,0,0,0,0,0,0,0,0,213292
Did Dighomshi,91,4,2,3,11,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,342355
Nutsubidzis Ferdobze,66,2,1,4,14,0,Newly Constructed,White Frame,1,,1,0,0,0,0,0,0,0,0,0,0,190197
Saburtaloze,45,2,1,5,9,0,Newly Constructed,Newly Renovated,1,Central Heating,0,1,0,0,1,1,0,0,0,0,0,268993
Moskovis Gamzirze,60,3,2,8,8,1,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,230954
Vashlijvarshi,88,2,1,7,11,0,Newly Constructed,,1,,0,0,0,0,0,0,0,0,0,0,0,222802
Vashlijvarshi,41,2,,3,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,190197
Bagebshi,60.32,2,1,7,12,0,Under Construction,Green Frame,1,,1,0,0,0,0,0,0,0,0,0,0,221259
Dighmis Masivshi,67,3,2,2,5,0,Newly Constructed,Newly Renovated,,,1,1,1,1,1,0,0,1,0,1,1,222802
Sololakshi,76,3,2,3,3,1,Old Constructed,Old Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,339638
Chughuretshi,75,3,2,13,13,1,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,1,0,0,0,0,0,0,0,391262
Gldanshi,85,3,2,8,10,0,Newly Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,320618
Vedzisshi,125,4,2,3,9,0,Old Constructed,Old Renovated,2,Central Heating,1,0,0,0,0,0,0,0,0,0,0,448322
Saburtaloze,147,4,3,6,26,0,Newly Constructed,White Frame,3,Central Heating,0,0,0,0,0,0,0,0,0,0,0,679003
Saburtaloze,205,5,4,4,10,0,Newly Constructed,Newly Renovated,2,Central Heating,1,0,0,0,0,0,0,0,0,0,0,733617
Saburtaloze,105,3,2,2,5,0,Old Constructed,Old Renovated,1,Central Heating,1,1,1,0,1,0,1,1,0,1,1,380394
Saburtaloze,138,3,2,4,23,0,Newly Constructed,Newly Renovated,2,Central Heating,0,0,0,0,0,0,0,0,0,0,0,815130
Ortachalashi,117,4,3,5,10,0,Newly Constructed,Black Frame,2,Central Heating,0,0,0,0,0,0,0,0,0,0,0,397376
Didubeshi,52.7,2,1,17,24,0,Newly Constructed,White Frame,1,No Heating,1,0,0,0,0,0,0,0,0,0,0,195903
Vashlijvarshi,63,3,2,8,13,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,249973
Didubeshi,115,4,3,9,10,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,1,1,1,421151
Chughuretshi,132,4,4,2,2,1,Old Constructed,Newly Renovated,3,Central Heating,1,0,0,0,0,0,0,0,0,0,0,725466
Nutsubidzis Ferdobze,70,3,2,1,16,0,Old Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,217368
Saburtaloze,63,3,2,8,8,1,Old Constructed,Old Renovated,1,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,258125
Dighmis Masivshi,57,2,1,4,4,1,Newly Constructed,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,176612
Dighmis Masivshi,64,2,1,2,4,0,Newly Constructed,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,190197
Dighmis Masivshi,75,2,1,2,4,0,Newly Constructed,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,203783
Dighmis Masivshi,36,2,1,2,8,0,Newly Constructed,Black Frame,1,,0,0,0,0,0,0,0,0,0,0,0,102136
Dighmis Masivshi,36,1,1,5,22,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,0,1,1,0,1,1,182046
Dighmis Masivshi,56,2,1,2,4,0,Newly Constructed,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,182046
Dighmis Masivshi,55,2,1,3,4,0,Newly Constructed,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,182046
Nadzaladevshi,52,2,1,7,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,202152
Dighmis Masivshi,38,2,1,2,14,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,0,1,1,0,1,1,171177
Sololakshi,32,1,1,2,3,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,0,1,0,1,1,190197
Saburtaloze,130,5,3,7,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,559723
Nutsubidzis Ferdobze,61,2,1,11,19,0,Newly Constructed,Green Frame,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,236388
Saburtaloze,184,7,3,2,8,0,Old Constructed,Old Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,499946
Saburtaloze,113,4,3,3,4,0,Newly Constructed,Newly Renovated,2,,1,0,0,0,0,0,0,0,0,0,0,407565
Saburtaloze,86,3,2,10,10,1,Old Constructed,,2,,1,1,1,1,1,1,1,1,0,1,1,260842
Nutsubidzis Ferdobze,180,3,2,6,8,0,Old Constructed,Old Renovated,2,Gas Heater,1,0,1,1,1,0,0,0,0,0,0,434736
Saburtaloze,59.4,2,1,7,25,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,252688
Vakeshi,113,4,3,4,5,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,869472
Vazisubanshi,74,3,2,12,18,0,Newly Constructed,Newly Renovated,1,Central + Underfloor Heating,1,1,1,1,1,1,1,1,0,1,1,244539
Dighmis Masivshi,52,2,1,2,6,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,1,0,1,1,0,0,0,0,1,184763
Dighmis Masivshi,56,2,1,9,15,0,Under Construction,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,157592
Saburtaloze,97,4,2,1,9,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,393980
Saburtaloze,127,3,2,2,4,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,0,1,396697
Saburtaloze,105,4,3,5,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,475493
Saburtaloze,160,4,2,4,21,0,Newly Constructed,Newly Renovated,2,Central Heating,1,0,0,0,0,0,0,0,0,0,0,910229
Saburtaloze,41,1,,11,14,0,Newly Constructed,Newly Renovated,,Central Heating,1,1,1,0,1,1,1,1,0,1,1,307032
Isanshi,72,3,2,4,22,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,1,0,1,1,1,1,0,1,1,239105
Saburtaloze,82,3,2,10,13,0,Under Construction,White Plus,1,,0,0,0,0,0,0,0,0,0,0,0,345343
Ortachalashi,56.7,2,1,4,5,0,Newly Constructed,White Frame,2,,1,0,0,0,0,0,0,0,0,0,0,203783
Dighmis Masivshi,92,3,2,1,5,0,Old Constructed,Old Renovated,1,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,236388
Saburtaloze,73,3,2,3,4,0,Old Constructed,Needs Renovation,1,,1,0,0,0,0,0,0,0,0,0,0,247256
Isanshi,111,4,3,12,12,1,Newly Constructed,Newly Renovated,,Central Heating,1,0,0,0,0,0,0,0,0,0,0,489078
Saburtaloze,46,2,,3,9,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,0,1,1,220085
Did Dighomshi,80.3,3,2,8,11,0,Newly Constructed,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,233671
Bagebshi,60,2,1,4,7,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,1,0,0,0,0,0,0,1,0,307032
Bagebshi,49,2,1,2,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,241822
Bagebshi,56,2,1,9,12,0,Under Construction,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,205413
Saburtaloze,85,3,2,23,24,0,Newly Constructed,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,475493
Dighmis Masivshi,96,3,2,5,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,336920
Bagebshi,65,2,1,6,16,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,326052
Bagebshi,40,2,1,13,13,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,214651
Bagebshi,77,2,1,7,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,393980
Bagebshi,90,2,1,2,17,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,279861
Bagebshi,56,2,1,2,14,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,267634
Bagebshi,56,2,1,2,14,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,267634
Bagebshi,57,2,1,12,15,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,271710
Did Dighomshi,60,2,1,5,18,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,203783
Bagebshi,88,2,1,11,13,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,362733
Bagebshi,56,2,1,7,13,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,268993
Bagebshi,63,2,1,8,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,393980
Veraze,150,6,5,3,4,0,Old Constructed,Newly Renovated,3,Central Heating,1,1,1,1,1,1,1,1,1,1,1,1344965
Nadzaladevshi,61,3,2,10,10,1,Newly Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,211934
Saburtaloze,30,2,1,5,9,0,Old Constructed,,,,0,0,0,0,0,0,0,0,0,0,0,165743
Dighmis Masivshi,51,2,1,2,11,0,Newly Constructed,Newly Renovated,,Central Heating,1,0,0,0,0,0,0,0,0,0,0,220085
Saburtaloze,52.7,2,1,14,23,0,Newly Constructed,Newly Renovated,,Central Heating,1,0,0,0,0,0,0,0,0,0,0,266276
Avlabarshi,107,3,2,2,5,0,Newly Constructed,Newly Renovated,2,Central Heating,1,0,0,0,0,0,0,0,0,0,0,508098
Saburtaloze,32,1,1,2,8,0,Old Constructed,,,,0,0,0,0,0,0,0,0,0,0,0,165743
Ortachalashi,54.4,2,1,17,21,0,Newly Constructed,White Frame,,,0,0,0,0,0,0,0,0,0,0,0,195631
Vakeshi,114.9,3,2,2,6,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,0,1,1,1,1,1,652104
Dighmis Masivshi,59.4,2,1,2,17,0,Newly Constructed,White Frame,,,0,0,0,0,0,0,0,0,0,0,0,225954
Dighmis Masivshi,68.8,2,1,2,17,0,Newly Constructed,White Frame,,,0,0,0,0,0,0,0,0,0,0,0,261711
Saburtaloze,72,3,1,3,9,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,374960
Dighmis Masivshi,95,3,2,2,17,0,Newly Constructed,White Frame,,,0,0,0,0,0,0,0,0,0,0,0,361374
Vakeshi,45,2,1,9,16,0,Old Constructed,,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,258125
Vakeshi,102,4,3,7,14,0,Old Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,1,1,1,801545
Bagebshi,80,3,2,4,11,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,347789
Bagebshi,110,4,2,2,19,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,320618
Bagebshi,140,4,2,6,6,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,752637
Bagebshi,80,3,2,1,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,347789
Bagebshi,75,3,2,7,13,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,366809
Saburtaloze,97,3,2,19,24,0,Newly Constructed,Green Frame,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,570591
Bagebshi,109,3,2,8,13,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,473862
Bagebshi,100,3,2,4,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,434736
Did Dighomshi,52,2,1,12,18,0,Newly Constructed,,,,0,0,0,0,0,0,0,0,0,0,0,192914
Did Dighomshi,115,5,4,4,9,0,Old Constructed,,1,,0,0,0,0,0,0,0,0,0,0,0,326052
Bagebshi,402,6,3,11,11,1,Newly Constructed,Newly Renovated,3,Central Heating,1,1,1,1,1,1,1,1,1,1,1,1005327
Did Dighomshi,94,3,2,6,9,0,Old Constructed,,,,0,0,0,0,0,0,0,0,0,0,0,244539
Bagebshi,52,2,1,4,7,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,271710
Bagebshi,149,4,2,2,6,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,1,1,1,815130
Okroqanashi,75,3,1,2,2,1,Old Constructed,Old Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,380394
Did Dighomshi,54,2,1,8,12,0,Newly Constructed,,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,182046
Vakeshi,145,4,3,7,11,0,Newly Constructed,Old Renovated,2,Central Heating,1,0,1,1,1,1,0,0,0,1,0,774374
Isanshi,100,5,,10,14,0,Old Constructed,Ongoing Renovation,1,Central Heating,1,0,1,0,1,1,0,0,0,1,0,312467
Isanshi,110,5,3,9,9,1,Old Constructed,Newly Renovated,1,,1,0,0,0,0,0,0,0,0,0,0,361374
Gldanshi,99.7,3,2,11,11,1,Newly Constructed,Black Frame,1,,1,0,0,0,0,0,0,0,0,0,0,198348
Nadzaladevshi,61,3,2,10,10,1,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,217368
Dighmis Masivshi,65,2,1,7,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,220085
Vakeshi,106,3,2,4,22,0,Newly Constructed,Newly Renovated,2,,1,0,0,0,0,0,0,0,0,0,0,923814
Temkaze,55,3,2,7,8,0,Old Constructed,Old Renovated,,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,192914
Vakeshi,90,4,2,2,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,1,1,1,0,1,1,0,1,1,326052
Gldanshi,46.14,2,1,9,10,0,Newly Constructed,Green Frame,1,,0,0,0,0,0,0,0,0,0,0,0,137904
Gldanshi,56.53,2,1,9,10,0,Newly Constructed,Green Frame,1,,0,0,0,0,0,0,0,0,0,0,0,168957
Vazisubanshi,45,3,2,2,18,0,Newly Constructed,,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,160309
Nutsubidzis Ferdobze,54,2,1,11,13,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,285296
Saburtaloze,84,3,2,2,5,0,Newly Constructed,Green Frame,1,,0,0,0,0,0,0,0,0,0,0,0,290730
Vedzisshi,70,3,2,6,6,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,326052
Varketilshi,60,2,1,2,13,0,Newly Constructed,,1,,0,0,0,0,0,0,0,0,0,0,0,198348
Varketilshi,91,3,2,7,15,0,Newly Constructed,,1,,0,0,0,0,0,0,0,0,0,0,0,229595
Saburtaloze,72,3,2,17,17,1,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,0,0,1,1,1,0,0,1,266276
Vakeshi,57,2,1,17,18,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,470058
Vakeshi,64,2,1,5,17,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,461907
Vakeshi,65,2,1,3,14,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,706446
Vakeshi,75,2,1,7,21,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,733617
Vakeshi,80,2,1,2,11,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,543420
Vakeshi,90,3,1,1,7,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,543420
Vakeshi,61,2,1,16,16,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,339638
Vakeshi,65,2,1,8,8,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,366809
Lisze,92,3,2,2,9,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,0,1,1,0,0,1,421151
Saburtaloze,79.5,3,2,11,25,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,1,0,0,0,0,0,0,393137
Isanshi,65,3,2,11,20,0,Newly Constructed,,1,,1,0,0,0,0,0,0,0,0,0,0,307032
Saburtaloze,80,3,2,5,8,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,0,0,0,0,0,1,0,0,1,388545
Veraze,47,2,1,2,2,1,Old Constructed,Newly Renovated,,,0,0,0,0,0,0,0,0,0,0,0,374960
Gldanshi,65.3,2,1,17,17,1,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,244539
Chughuretshi,32.8,1,1,2,6,0,Newly Constructed,Green Frame,,,0,0,0,0,0,0,0,0,0,0,0,187480
Vakeshi,97,4,2,11,21,0,Newly Constructed,White Frame,,,0,0,0,0,0,0,0,0,0,0,0,529835
Mukhianshi,85,3,2,5,9,0,Old Constructed,Newly Renovated,1,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,263559
Saburtaloze,67,4,2,4,14,0,Newly Constructed,Newly Renovated,,Central Heating,1,1,1,1,1,1,1,1,0,1,1,285296
Sololakshi,70,1,1,2,2,1,Old Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,353223
Sololakshi,65,2,1,2,2,1,Old Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,339638
Saburtaloze,62.1,2,1,26,32,0,Newly Constructed,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,317901
Vakeshi,180,3,2,5,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,950985
Vakeshi,96,3,2,5,14,0,Newly Constructed,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,624933
Vakeshi,84,3,2,5,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,393980
Vakeshi,115,3,2,2,6,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,679275
Vakeshi,85,3,2,2,14,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,388545
Vakeshi,166,3,2,4,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,815130
Nutsubidzis Ferdobze,45,2,1,12,12,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,236388
Dighmis Masivshi,51,2,1,13,14,0,Old Constructed,Old Renovated,1,Central Heating,1,1,1,0,1,0,0,1,0,1,1,190197
Nutsubidzis Ferdobze,60,2,1,13,18,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,0,1,1,0,1,1,301598
Nutsubidzis Ferdobze,58,2,1,3,18,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,195631
Nutsubidzis Ferdobze,77,3,2,4,18,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,277144
Did Dighomshi,78,3,2,3,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,249973
Nutsubidzis Ferdobze,52,2,1,10,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,268993
Nadzaladevshi,58,2,1,5,11,0,Newly Constructed,Newly Renovated,2,Central Heating,1,0,0,0,0,0,0,0,0,0,0,211934
Saburtaloze,192,5,3,4,9,0,Old Constructed,Old Renovated,2,,0,0,0,0,0,0,0,0,0,0,0,543420
Nadzaladevshi,57.1,2,1,9,10,0,Newly Constructed,White Frame,1,,0,0,0,0,0,0,0,0,0,0,0,209217
Did Dighomshi,48.59,2,1,7,11,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,172536
Gldanshi,55,3,2,6,12,0,Newly Constructed,Newly Renovated,2,Central Heating,1,0,0,0,1,0,1,0,0,0,1,199707
Nutsubidzis Ferdobze,65,2,1,10,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,258125
Nutsubidzis Ferdobze,56.8,3,2,3,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,236388
Chughuretshi,135,6,4,3,3,1,Newly Constructed,Newly Renovated,3,Central Heating,1,1,1,1,1,1,1,1,1,1,1,638519
Chughuretshi,32.4,1,1,2,6,0,Newly Constructed,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,187480
Saburtaloze,74,3,2,10,21,0,Newly Constructed,Newly Renovated,1,,1,1,1,1,1,1,1,1,1,1,1,448322
Saburtaloze,121.6,4,3,12,18,0,Newly Constructed,,2,,0,0,0,0,0,0,0,0,0,0,0,475493
Saburtaloze,54.7,2,1,7,18,0,Newly Constructed,,,,0,0,0,0,0,0,0,0,0,0,0,241844
Did Dighomshi,88,3,2,5,16,0,Newly Constructed,Black Frame,,,0,0,0,0,0,0,0,0,0,0,0,209217
Saburtaloze,87.55,3,2,7,19,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,497229
Saburtaloze,155,4,3,3,5,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,1,1,1,1046084
Mukhianshi,83,4,3,6,13,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,247256
Avlabarshi,170,5,,3,4,0,Old Constructed,Old Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,461907
Dighmis Masivshi,57,2,1,10,15,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,241822
Did Dighomshi,52,2,1,2,6,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,177970
Saburtaloze,88,3,2,8,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,565157
Sololakshi,160,3,2,2,2,1,Old Constructed,,1,Central Heating,1,0,1,1,1,1,0,0,0,0,0,706446
Didubeshi,90,4,2,7,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,391262
Saburtaloze,70,2,1,3,8,0,Old Constructed,Needs Renovation,1,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,252690
Gldanshi,110,4,3,9,9,1,Old Constructed,Needs Renovation,2,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,230954
Chughuretshi,122,4,3,8,10,0,Newly Constructed,Newly Renovated,2,Central Heating,1,0,0,1,1,0,0,0,0,0,0,725466
Chughuretshi,37,2,1,2,3,0,Old Constructed,Newly Renovated,1,Gas Heater,1,0,0,0,0,0,0,0,0,0,1,160852
Saburtaloze,37,1,1,6,7,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,0,0,1,0,1,1,0,0,1,244539
Chughuretshi,75,3,2,13,13,1,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,393980
Dighmis Masivshi,80,4,2,2,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,353223
Saburtaloze,48,2,1,14,21,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,0,1,1,0,1,1,0,0,1,366781
Varketilshi,86,3,2,10,13,0,Newly Constructed,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,257038
Vedzisshi,63,2,1,3,13,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,336920
Saburtaloze,67,2,1,1,8,0,Old Constructed,Newly Renovated,1,Gas Heater,1,1,1,0,1,1,1,1,0,1,1,222802
Vedzisshi,125,3,2,3,9,0,Old Constructed,Old Renovated,2,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,456473
Vedzisshi,96,3,2,2,4,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,448322
Vedzisshi,156,4,3,9,9,1,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,720032
Saburtaloze,170,4,3,15,17,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,1,1,1,590706
Vedzisshi,136,4,3,6,7,0,Newly Constructed,Black Frame,1,,0,0,0,0,0,0,0,0,0,0,0,487774
Vedzisshi,200,5,3,4,7,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,0,1,1,611348
